0.0	0.0
0.01	0.0999983333417
0.02	0.199986666933
0.03	0.299955002025
0.04	0.399893341866
0.05	0.499791692707
0.06	0.599640064794
0.07	0.699428473375
0.08	0.799146939692
0.09	0.89878549198
0.1	0.998334166468
0.11	1.09778300837
0.12	1.19712207289
0.13	1.2963414262
0.14	1.39543114644
0.15	1.49438132474
0.16	1.59318206614
0.17	1.69182349067
0.18	1.79029573426
0.19	1.88858894977
0.2	1.98669330795
0.21	2.08459899846
0.22	2.18229623081
0.23	2.27977523535
0.24	2.37702626427
0.25	2.47403959255
0.26	2.57080551892
0.27	2.66731436689
0.28	2.76355648564
0.29	2.85952225105
0.3	2.95520206661
0.31	3.05058636443
0.32	3.14566560616
0.33	3.24043028395
0.34	3.33487092141
0.35	3.42897807455
0.36	3.52274233275
0.37	3.61615431965
0.38	3.70920469413
0.39	3.80188415123
0.4	3.89418342309
0.41	3.98609327984
0.42	4.0776045306
0.43	4.16870802429
0.44	4.25939465066
0.45	4.34965534111
0.46	4.43948106966
0.47	4.52886285379
0.48	4.61779175541
0.49	4.70625888171
0.5	4.79425538604
0.51	4.88177246883
0.52	4.96880137844
0.53	5.05533341205
0.54	5.14135991653
0.55	5.22687228931
0.56	5.31186197921
0.57	5.39632048734
0.58	5.48023936792
0.59	5.56361022913
0.6	5.64642473395
0.61	5.728674601
0.62	5.81035160537
0.63	5.89144757942
0.64	5.97195441362
0.65	6.05186405736
0.66	6.13116851973
0.67	6.20985987037
0.68	6.28793024018
0.69	6.36537182222
0.7	6.44217687238
0.71	6.51833771022
0.72	6.59384671971
0.73	6.66869635004
0.74	6.74287911628
0.75	6.81638760023
0.76	6.88921445111
0.77	6.96135238627
0.78	7.032794192
0.79	7.10353272418
0.8	7.173560909
0.81	7.2428717437
0.82	7.31145829727
0.83	7.3793137111
0.84	7.44643119971
0.85	7.5128040514
0.86	7.57842562895
0.87	7.64328937026
0.88	7.70738878899
0.89	7.77071747527
0.9	7.83326909627
0.91	7.8950373969
0.92	7.95601620036
0.93	8.01619940884
0.94	8.07558100405
0.95	8.13415504789
0.96	8.19191568301
0.97	8.24885713338
0.98	8.30497370492
0.99	8.36025978601
1.0	8.41470984808
1.01	8.46831844618
1.02	8.52108021949
1.03	8.57298989189
1.04	8.62404227243
1.05	8.67423225594
1.06	8.72355482345
1.07	8.77200504275
1.08	8.81957806885
1.09	8.86626914449
1.1	8.91207360061
1.11	8.9569868568
1.12	9.00100442177
1.13	9.04412189379
1.14	9.08633496116
1.15	9.12763940261
1.16	9.16803108772
1.17	9.20750597736
1.18	9.24606012408
1.19	9.28368967249
1.2	9.32039085967
1.21	9.35616001553
1.22	9.39099356319
1.23	9.42488801932
